From;Entry;
ENSG00000127824;C9JEV8;
ENSG00000127824;C9JJQ8;
ENSG00000127824;C9JQ00;
ENSG00000183161;Q9NPI8;
ENSG00000054267;Q4LE39;
ENSG00000054267;H0Y7Y8;
ENSG00000054267;H7C5R6;
ENSG00000054267;X6RCR8;
ENSG00000134313;Q9ULH0;
ENSG00000134313;A0A1W2PPB7;
ENSG00000134313;A0A1W2PPY4;
ENSG00000134313;A0A8I5KPM9;
ENSG00000134313;A0A8I5KQK7;
ENSG00000134313;A0A8I5KT58;
ENSG00000134313;A0A8I5KTG3;
ENSG00000134313;A0A8I5KTL1;
ENSG00000134313;A0A8I5KX08;
ENSG00000134313;A0A8I5KZ42;
ENSG00000134313;A0A8I5QJC0;
ENSG00000134313;A0A8I5QL22;
ENSG00000134313;E9PH70;
ENSG00000134313;F8WAY8;
ENSG00000134313;H0Y8E4;
ENSG00000134313;H7C584;
ENSG00000167393;Q9Y5P8;
ENSG00000167393;C9JMU6;
ENSG00000101216;Q9UKD1;
ENSG00000101216;Q5JTV1;
ENSG00000104863;Q9HAP6;
ENSG00000104863;M0R2U1;
ENSG00000104863;S4R3R4;
ENSG00000214212;A8MVS5;
ENSG00000127529;O60412;
ENSG00000148341;Q9NR46;
ENSG00000148341;B7ZC38;
ENSG00000148341;B7ZC39;
ENSG00000148341;F8WFB9;
ENSG00000148341;G5E9J1;
ENSG00000148341;H7C1Z6;
ENSG00000196900;Q6ZNM6;
ENSG00000197123;Q8IYX0;
ENSG00000111196;Q96A72;
ENSG00000111196;F5H124;
ENSG00000111196;F5H3U9;
ENSG00000111196;F5H6N1;
ENSG00000111196;F5H6P7;
ENSG00000135423;Q9UI32;
ENSG00000135423;A0A087X004;
ENSG00000135423;A8K0A6;
ENSG00000135423;C9J3Q2;
ENSG00000135423;E5G745;
ENSG00000135423;F8WBC9;
ENSG00000135423;F8WBL8;
ENSG00000135423;F8WEU7;
ENSG00000135423;G5E9X4;
ENSG00000170471;Q86X10;
ENSG00000170471;A0A0J9YW54;
ENSG00000170471;A2A2F0;
ENSG00000101445;Q96T49;
ENSG00000163806;Q5MJ70;
ENSG00000163806;E7EPV1;
ENSG00000163806;H7C0J1;
ENSG00000171435;Q6VAB6;
ENSG00000171435;E9PB13;
ENSG00000175283;Q9UPQ8;
ENSG00000161847;Q8IY67;
ENSG00000161847;A0A087WZ13;
ENSG00000161847;E9PAU2;
ENSG00000161847;K7EKR9;
ENSG00000161847;K7ERR4;
ENSG00000049245;Q15836;
ENSG00000049245;K7EKX0;
ENSG00000101160;Q9UBR2;
ENSG00000101160;A0A7P0T8I6;
ENSG00000101160;A0A7P0T8X2;
ENSG00000101160;A0A7P0T900;
ENSG00000101160;A0A7P0T926;
ENSG00000101160;A0A7P0T989;
ENSG00000101160;A0A7P0T9G9;
ENSG00000101160;A0A7P0T9U1;
ENSG00000101160;A0A7P0T9U4;
ENSG00000101160;A0A7P0T9X4;
ENSG00000101160;A0A7P0TA25;
ENSG00000101160;A0A7P0TAD4;
ENSG00000101160;A0A7P0TAT6;
ENSG00000101160;A0A7P0TB41;
ENSG00000101160;A0A7P0TBB5;
ENSG00000101160;A0A7P0TBM7;
ENSG00000101160;A0A7P0Z469;
ENSG00000101160;A0A7P0Z4A7;
ENSG00000101160;A0A7P0Z4L1;
ENSG00000101160;A0A7P0Z4L7;
ENSG00000101160;A0A7P0Z4Q4;
ENSG00000101160;A0A7P0Z4R9;
ENSG00000197889;Q5JSS6;
ENSG00000222028;A5LHX3;
ENSG00000064195;O60479;
ENSG00000064195;F8VXG1;
ENSG00000268350;Q8NDB6;
ENSG00000268350;A0A087WTI8;
ENSG00000268350;A0A087WVC3;
ENSG00000268350;A0A087WVC8;
ENSG00000268350;A0A087WY72;
ENSG00000268350;A0A087WZD0;
ENSG00000268350;A0A087WZZ1;
ENSG00000268350;A0A087X275;
ENSG00000268350;A0A087X2G5;
ENSG00000137171;Q9NSK0;
ENSG00000137171;C9J8T5;
ENSG00000137171;C9JQU1;
ENSG00000137171;C9JXT5;
ENSG00000137171;C9JZE5;
ENSG00000137171;C9K0D5;
ENSG00000137171;F8WCA4;
ENSG00000137171;H7C4M1;
ENSG00000197343;Q8N720;
ENSG00000197343;C9IYG2;
ENSG00000197343;C9J0V9;
ENSG00000197343;C9J9R2;
ENSG00000197343;C9JNK1;
ENSG00000197343;C9JS03;
ENSG00000197343;C9JUB9;
ENSG00000197343;F8WCS2;
ENSG00000197343;F8WDU5;
ENSG00000197343;F8WE52;
ENSG00000197343;F8WEB1;
ENSG00000105372;P39019;
ENSG00000105372;A0A075B6E2;
ENSG00000105372;M0QYF7;
ENSG00000105372;M0R140;
ENSG00000105372;M0R2L9;
ENSG00000101901;Q9NP73;
ENSG00000101901;A0A087WT15;
ENSG00000101901;A0A087WTT9;
ENSG00000101901;A0A087WVG5;
ENSG00000101901;A0A087WX01;
ENSG00000101901;A0A087WX43;
ENSG00000101901;A0A096LNJ4;
ENSG00000101901;A0A096LNJ5;
ENSG00000101901;A0A096LNL2;
ENSG00000101901;A0A096LP10;
ENSG00000101901;A0A096LP54;
ENSG00000101901;A0A096LPI3;
ENSG00000101901;A0A096LPK3;
ENSG00000101901;A0A1B0GVW6;
ENSG00000101901;A0A8V8TQ59;
ENSG00000101901;D6RE84;
ENSG00000196391;Q6NX45;
ENSG00000196391;E7EQ77;
ENSG00000196391;H0YLG8;
ENSG00000196391;H0YNW6;
ENSG00000198939;Q6ZN57;
ENSG00000198939;A0A1D5RMT2;
ENSG00000198939;E5RJD3;
ENSG00000196227;Q9NTX9;
ENSG00000196227;A2A2M7;
ENSG00000196684;Q96JZ2;
ENSG00000196684;A0A087WT88;
ENSG00000196684;A0A087X0V9;
ENSG00000196684;K7EP18;
ENSG00000196684;K7ER77;
ENSG00000196684;K7ES08;
ENSG00000105329;A0A499FJK2;
ENSG00000105329;A0A7I2V5Z9;
ENSG00000105329;A0A7I2YQL8;
ENSG00000165588;P32243;
ENSG00000165588;A0A5F9ZHY1;
ENSG00000165588;F1T0C9;
ENSG00000165588;G3V3J3;
ENSG00000165588;G3V3P9;
ENSG00000167535;P54284;
ENSG00000167535;F8VNV8;
ENSG00000167535;F8VU10;
ENSG00000167535;F8VUW8;
ENSG00000167535;F8VV14;
ENSG00000167535;F8VWK1;
ENSG00000167535;F8W0F8;
ENSG00000167535;F8W1N3;
ENSG00000167535;H0YHK1;
ENSG00000167535;H0YHY2;
ENSG00000159173;P19237;
ENSG00000159173;A0A087WT47;
ENSG00000159173;G3V3L5;
ENSG00000159173;G3V489;
ENSG00000159173;G3V4F8;
ENSG00000101463;Q9H7V2;
ENSG00000146731;P40227;
ENSG00000153130;Q9UIL1;
ENSG00000153130;A0A0C4DGB0;
ENSG00000153130;A0A804E055;
ENSG00000162981;Q96KN4;
ENSG00000000005;Q9H2S6;
ENSG00000119431;Q9BSH5;
ENSG00000110455;Q96QU6;
ENSG00000110455;E9PRT9;
ENSG00000110455;E9PS61;
ENSG00000205213;Q9BXB1;
ENSG00000205213;E9PK51;
ENSG00000156009;P43361;
ENSG00000160349;P31025;
ENSG00000126391;Q9BZ67;
ENSG00000126391;E9PRA3;
ENSG00000126391;E9PRP1;
ENSG00000126391;E9PS62;
ENSG00000126391;Q8N4M4;
ENSG00000113811;Q9Y6D0;
ENSG00000113811;F8WAX7;
ENSG00000124370;Q96PE7;
ENSG00000124370;F5GZ54;
ENSG00000124370;H7BZS7;
ENSG00000150630;P49767;
ENSG00000114638;O75841;
ENSG00000114638;C9J027;
ENSG00000114638;C9J6N2;
ENSG00000114638;C9J9M7;
ENSG00000114638;E7ETN9;
ENSG00000131435;P50479;
ENSG00000131435;C9J542;
ENSG00000167842;Q9H081;
ENSG00000167842;I3L244;
ENSG00000167842;I3L4K6;
ENSG00000170128;O00155;
ENSG00000100314;Q86V35;
ENSG00000283977;F2Z2B0;
ENSG00000188283;Q8NA42;
ENSG00000188283;K7EJN0;
ENSG00000188283;K7ELW4;
ENSG00000129675;Q15052;
ENSG00000109501;O76024;
ENSG00000109501;A0A669KAX3;
ENSG00000109501;A0A669KB26;
ENSG00000109501;A0A669KBF0;
ENSG00000109501;A0A804HIL0;
ENSG00000109501;A0A804HIL2;
ENSG00000109501;A0A804HK77;
ENSG00000109501;A0A804HKM5;
ENSG00000109501;H0Y9G5;
ENSG00000254901;Q96FH0;
ENSG00000254901;K7ENY0;
ENSG00000254901;U3KPZ4;
ENSG00000157368;Q6ZMJ4;
ENSG00000157368;J3QQT3;
ENSG00000165997;Q96KC2;
ENSG00000095002;P43246;
ENSG00000095002;A0A2R8Y6P0;
ENSG00000095002;A0A2R8Y713;
ENSG00000095002;A0A2R8Y7S8;
ENSG00000095002;A0A2R8YFH0;
ENSG00000095002;A0A2R8YG02;
ENSG00000095002;E9PHA6;
ENSG00000102921;O75113;
ENSG00000102921;I3L3R7;
ENSG00000164144;P53367;
ENSG00000186432;O00629;
ENSG00000186432;A0A7I2V333;
ENSG00000186432;A0A7I2V340;
ENSG00000186432;A0A7I2V5X0;
ENSG00000186432;A0A7I2YQ95;
ENSG00000186432;H7C4F6;
ENSG00000128524;Q16864;
ENSG00000116649;P19623;
ENSG00000116649;K7EKM4;
ENSG00000116649;K7EL89;
ENSG00000116649;K7EQ47;
ENSG00000116649;K7ESL0;
ENSG00000203805;Q5VZY2;
ENSG00000148704;Q5SQQ9;
ENSG00000065618;Q9UMD9;
ENSG00000065618;A0A3B3ISI7;
ENSG00000065618;A0A3B3ITM2;
ENSG00000065618;A0A3B3ITP5;
ENSG00000065618;A0A3B3IUC2;
ENSG00000065618;A2A2Y8;
ENSG00000065618;H0Y420;
ENSG00000164615;P49069;
ENSG00000164615;A0A7I2V377;
ENSG00000164615;A0A7I2V3C5;
ENSG00000164615;A0A7I2V518;
ENSG00000164615;D6RIW3;
ENSG00000196850;Q8NI37;
ENSG00000154065;Q8N6D5;
ENSG00000154065;K7EL63;
ENSG00000154065;K7EQM1;
ENSG00000154065;V9GYT2;
ENSG00000102904;Q2TAA8;
ENSG00000102904;B4DXD0;
ENSG00000102904;E7ENJ7;
ENSG00000102904;H3BNS9;
ENSG00000102904;H3BNU6;
ENSG00000102904;H3BQ72;
ENSG00000102904;I3L1M2;
ENSG00000102904;J3KQF4;
ENSG00000102904;J3QQL6;
ENSG00000102904;J3QS50;
ENSG00000102904;J3QSH8;
ENSG00000139648;Q3SY84;
ENSG00000139083;P41212;
ENSG00000139083;H0YG25;
ENSG00000139083;J3KN52;
ENSG00000136878;Q9Y2K6;
ENSG00000186009;P51164;
ENSG00000142166;P17181;
ENSG00000142166;A0A494BZU5;
ENSG00000142166;A0A494C0E2;
ENSG00000142166;A0A494C0K3;
ENSG00000142166;A0A494C0P2;
ENSG00000142166;A0A8V8TQJ9;
ENSG00000142166;A0A8V8TQK8;
ENSG00000142166;A0A994J3P7;
ENSG00000142166;A0A994J479;
ENSG00000142166;A0A994J4B0;
ENSG00000142166;A0A994J6F6;
ENSG00000142166;A0A994J6F9;
ENSG00000142166;A0A994J6V0;
ENSG00000142166;C9J114;
ENSG00000163558;P41743;
ENSG00000269586;P0DMU9;
ENSG00000128346;Q9BZE7;
ENSG00000128346;A0A087X0J6;
ENSG00000128346;B0QYM1;
ENSG00000128346;B0QYM2;
ENSG00000126759;P27918;
ENSG00000126759;C9J7V5;
ENSG00000126759;E9PAQ1;
ENSG00000181218;Q7L7L0;
ENSG00000278588;P62807;
ENSG00000100425;O95696;
ENSG00000100425;J3KQ61;
ENSG00000241343;P83881;
ENSG00000241343;H0Y5B4;
ENSG00000241343;H7BY91;
ENSG00000241343;J3KQN4;
ENSG00000241343;R4GN19;
ENSG00000135823;O43752;
ENSG00000248099;P51460;
ENSG00000248099;M0QXQ3;
ENSG00000198883;Q96PV4;
ENSG00000100246;O96015;
ENSG00000100246;B0QXZ5;
ENSG00000137700;U3KPU7;
ENSG00000137700;U3KQL4;
ENSG00000137700;U3KQS2;
ENSG00000108849;P01298;
ENSG00000108849;A0A0U1RRD5;
ENSG00000108849;K7EKP2;
ENSG00000108849;K7EML0;
ENSG00000143499;Q9NRG4;
ENSG00000143499;B0R0U3;
ENSG00000159714;Q8WTX9;
ENSG00000159714;I3L202;
ENSG00000204936;Q8N6Q3;
ENSG00000204936;A0A087WVM2;
ENSG00000204936;A0A087X113;
ENSG00000166923;O60565;
ENSG00000166923;H0YLY2;
ENSG00000175224;O75143;
ENSG00000175224;A0A1B0GXJ3;
ENSG00000175224;E9PPR2;
ENSG00000175224;H0YCL5;
ENSG00000175224;H0YDR0;
ENSG00000175224;H0YEM7;
ENSG00000175224;H0YF43;
ENSG00000175224;J3KRU6;
ENSG00000175224;J3KST9;
ENSG00000175224;J3QLH7;
ENSG00000175224;J3QR16;
ENSG00000175224;J3QR83;
ENSG00000175224;J3QRL1;
ENSG00000175224;J9JIF6;
ENSG00000244537;Q9BYR5;
ENSG00000181751;Q96GV9;
ENSG00000249581;A0PK11;
ENSG00000136888;O75348;
ENSG00000136888;A0A7I2V2N1;
ENSG00000136888;A0A7I2V375;
ENSG00000136888;A0A7I2V3Q6;
ENSG00000136888;A0A7I2V4K4;
ENSG00000136888;A0A7I2YQH3;
ENSG00000152422;Q13426;
ENSG00000181222;A0A6Q8PGB0;
ENSG00000104164;Q9UL45;
ENSG00000104164;A0A5F9ZHH0;
ENSG00000104164;H3BML5;
ENSG00000104164;H3BMT8;
ENSG00000104164;H3BN13;
ENSG00000104164;H3BN73;
ENSG00000104164;H3BNE3;
ENSG00000104164;H3BPR6;
ENSG00000104164;H3BR42;
ENSG00000104164;H3BRA4;
ENSG00000104164;H3BST1;
ENSG00000161940;Q8N143;
ENSG00000161940;H0YGW0;
ENSG00000161940;I3L304;
ENSG00000161940;I3L396;
ENSG00000185264;O43247;
ENSG00000185264;H0Y6N4;
ENSG00000166387;Q8ND30;
ENSG00000166387;A0A3B3IS15;
ENSG00000166387;A0A804HJY3;
ENSG00000166387;A0A804HKA2;
ENSG00000166387;E9PI79;
ENSG00000166387;E9PIK8;
ENSG00000166387;E9PJA0;
ENSG00000166387;E9PK17;
ENSG00000166387;E9PMH3;
ENSG00000166387;E9PMN3;
ENSG00000166387;E9PP16;
ENSG00000166387;H0YDJ2;
ENSG00000166387;H0YDM0;
ENSG00000166387;H0YET1;
ENSG00000164684;Q6ZNC4;
ENSG00000164684;E5RGL7;
ENSG00000080815;P49768;
ENSG00000080815;A0A8V8TLT5;
ENSG00000080815;A0A8V8TPK5;
ENSG00000080815;A0A8V8TPL0;
ENSG00000080815;A0A8V8TPL5;
ENSG00000080815;A0A8V8TQ30;
ENSG00000080815;A0A8V8TQ36;
ENSG00000080815;A0A8V8TQ53;
ENSG00000080815;A0A8V8TQ54;
ENSG00000080815;A0A8V8TQ58;
ENSG00000080815;A0A8V8TQ90;
ENSG00000080815;A0A8V8TQ93;
ENSG00000080815;A0A8V8TQT3;
ENSG00000080815;A0A8V8TQU7;
ENSG00000080815;A0A8V8TQU9;
ENSG00000080815;A0A8V8TQV2;
ENSG00000080815;A0A8V8TR50;
ENSG00000080815;A0A8V8TR52;
ENSG00000080815;A0A8V8TR55;
ENSG00000080815;G3V2B1;
ENSG00000080815;G3V2G7;
ENSG00000080815;G3V3P0;
ENSG00000080815;G3V3Z0;
ENSG00000080815;G3V449;
ENSG00000080815;G3V490;
ENSG00000080815;G3V4M0;
ENSG00000080815;G3V4P4;
ENSG00000080815;G3V519;
ENSG00000080815;H0YM52;
ENSG00000080815;H0YNU4;
ENSG00000187601;Q9H213;
ENSG00000146006;O43300;
ENSG00000146006;E5RHE5;
ENSG00000146006;E5RIQ2;
ENSG00000171864;Q9UKY0;
ENSG00000196376;Q5T1Q4;
ENSG00000108826;Q9P0M9;
ENSG00000108826;B3KN43;
ENSG00000108826;D6RAN8;
ENSG00000108826;D6RE11;
ENSG00000108826;H7C5U8;
ENSG00000180938;Q7Z3I7;
ENSG00000170374;Q8TDD2;
ENSG00000170374;F8VV67;
ENSG00000108799;Q92800;
ENSG00000108799;A0A0A0MSY9;
ENSG00000108799;K7EIH5;
ENSG00000108799;K7EJU6;
ENSG00000108799;K7EK26;
ENSG00000108799;K7EK66;
ENSG00000108799;K7EM79;
ENSG00000108799;K7ENP2;
ENSG00000108799;K7EPC0;
ENSG00000108799;K7ESB9;
ENSG00000160695;A0A087WXL6;
ENSG00000160695;A0A087X2J4;
ENSG00000160695;B7Z879;
ENSG00000145354;Q8N5K1;
ENSG00000145354;A0A2R8Y4Y3;
ENSG00000145354;A0A2R8Y540;
ENSG00000145354;D6RCF4;
ENSG00000145354;I3L1N9;
ENSG00000049860;P07686;
ENSG00000049860;D6REQ8;
ENSG00000049860;H0Y9B6;
ENSG00000049860;H0Y9M3;
ENSG00000049860;H0YA83;
ENSG00000049860;Q5URX0;
ENSG00000174469;Q9UHC6;
ENSG00000174469;A0A0D9SES4;
ENSG00000174469;B7Z1Y6;
ENSG00000124222;O14662;
ENSG00000124222;B7ZBM4;
ENSG00000124222;B7ZBM5;
ENSG00000124222;B7ZBM8;
ENSG00000124222;E9PLV7;
ENSG00000124222;E9PND6;
ENSG00000124222;F8W9Z6;
ENSG00000124222;H0YEW0;
ENSG00000124222;Q96NX8;
ENSG00000114204;O75830;
ENSG00000114204;A0A8V8PL11;
ENSG00000114204;C9J7N5;
ENSG00000114204;C9JWE1;
ENSG00000165275;Q6PF06;
ENSG00000165275;F5H380;
ENSG00000165275;F5H4N3;
ENSG00000165275;F5H598;
ENSG00000177842;Q6ZNG0;
ENSG00000177842;A0A3B3IU22;
ENSG00000177842;C9J967;
ENSG00000177842;F8WC31;
ENSG00000111231;Q9UHW5;
ENSG00000111231;F8W1F4;
ENSG00000111231;H0YHZ5;
ENSG00000111231;H0YI19;
ENSG00000111231;S4R3M7;
ENSG00000024048;Q8IWV8;
ENSG00000185069;Q01546;
ENSG00000135916;Q9NQX7;
ENSG00000135916;B8ZZM6;
ENSG00000135916;C9JG41;
ENSG00000135916;E7EUS6;
ENSG00000135916;F5H4I5;
ENSG00000135916;Q96JS4;
ENSG00000124216;O95863;
ENSG00000105829;O15155;
ENSG00000105829;A0A3B3IU16;
ENSG00000105829;C9JTT8;
ENSG00000105829;H7C1N3;
ENSG00000105829;Q68DU7;
ENSG00000137207;Q9GZM5;
ENSG00000137207;D6RA04;
ENSG00000137207;D6RAY4;
ENSG00000137207;D6RBQ1;
ENSG00000137207;D6RFI3;
ENSG00000137207;D6RGY8;
ENSG00000137207;E7EQR8;
ENSG00000137207;H0Y9A1;
ENSG00000278129;P17098;
ENSG00000125037;Q9P0I2;
ENSG00000125037;A0A8I5KPL4;
ENSG00000125037;A0A8I5KS41;
ENSG00000125037;A0A8I5KU67;
ENSG00000125037;S4R3U9;
ENSG00000097007;P00519;
ENSG00000097007;R4GRW0;
ENSG00000185015;Q8N1Q1;
ENSG00000099949;Q8N653;
ENSG00000099949;A0A2R8Y4K9;
ENSG00000099949;A0A2R8Y656;
ENSG00000099949;A0A2R8Y7K3;
ENSG00000099949;A0A2R8YCD2;
ENSG00000099949;A0A8V8TQF0;
ENSG00000099949;F8WB67;
ENSG00000099949;F8WCB6;
ENSG00000099949;F8WEQ8;
ENSG00000099949;H7BZQ9;
ENSG00000099949;H7C0X1;
ENSG00000099949;H7C305;
ENSG00000118894;Q96G04;
ENSG00000118894;K7EIJ3;
ENSG00000118894;K7EQE4;
ENSG00000118894;K7ES84;
ENSG00000186924;Q3MIV0;
ENSG00000175513;Q3SY00;
ENSG00000175513;A0A087WZG0;
ENSG00000175513;A0A087X0H3;
ENSG00000184005;Q8NDV1;
ENSG00000184005;A0A087WWK2;
ENSG00000133315;Q9BQ69;
ENSG00000133315;A0A6Q8PH91;
ENSG00000143633;Q8NDD1;
ENSG00000143633;Q5TBH9;
ENSG00000143633;Q5TBI2;
ENSG00000185008;Q9HCK4;
ENSG00000185008;A0A8Q3SIP4;
ENSG00000185008;A0A8Q3SIT0;
ENSG00000185008;A0A8Q3SIU0;
ENSG00000185008;A0A8Q3SIW8;
ENSG00000185008;A0A8Q3WLE3;
ENSG00000185008;A0A994J5N3;
ENSG00000185008;A0A994J7I9;
ENSG00000185008;F8W703;
ENSG00000185008;F8WBR3;
ENSG00000185008;H7C4J7;
ENSG00000185008;H7C4U9;
ENSG00000185008;H7C4V8;
ENSG00000185008;H7C4W9;
ENSG00000185008;R4GMM8;
ENSG00000136710;Q96NT0;
ENSG00000136710;B8ZZ99;
ENSG00000136710;F8WCZ3;
ENSG00000198455;P98169;
ENSG00000164134;Q9BXJ9;
ENSG00000164134;A0A0B4J1W3;
ENSG00000164134;A0A8V8TPI7;
ENSG00000164134;A0A8V8TQ00;
ENSG00000164134;A0A8V8TQ34;
ENSG00000164134;A0A8V8TQT7;
ENSG00000164134;A0A8V8TR41;
ENSG00000164134;D6RAP7;
ENSG00000170006;Q6P9G4;
ENSG00000170006;A0A087WZ54;
ENSG00000170006;A0A994J4V3;
ENSG00000170006;A0A994J5I7;
ENSG00000170006;A0A994J7E6;
ENSG00000170006;D6R923;
ENSG00000183287;Q6UXH8;
ENSG00000183287;A0A3B3IRL6;
ENSG00000183287;A0A8Q3WKU1;
ENSG00000183287;A0A8Q3WKU2;
ENSG00000137500;Q9GZT6;
ENSG00000137500;E9PKQ5;
ENSG00000137500;E9PMQ7;
ENSG00000137500;E9PNI8;
ENSG00000137500;E9PPJ7;
ENSG00000137500;E9PRC2;
ENSG00000137500;E9PSG6;
ENSG00000137500;H0YD95;
ENSG00000137500;H0YF06;
ENSG00000137500;J3KN19;
ENSG00000132170;P37231;
ENSG00000132170;A0A3P3ZKM0;
ENSG00000132170;A0A494C012;
ENSG00000132170;A0A494C0D9;
ENSG00000132170;A0A494C0T3;
ENSG00000132170;A0A499FIV4;
ENSG00000132170;A0A804HIG1;
ENSG00000132170;A0A804HJN2;
ENSG00000132170;A0A804HL89;
ENSG00000132170;A0A804HLH1;
ENSG00000132170;E7EU07;
ENSG00000132170;E7EUD1;
ENSG00000132170;E9PFV2;
ENSG00000132170;E9PFV3;
ENSG00000132170;E9PFX5;
ENSG00000132170;Q6L9M1;
ENSG00000149269;Q13153;
ENSG00000149269;B3KNX7;
ENSG00000149269;E9PJF8;
ENSG00000149269;E9PKH9;
ENSG00000149269;E9PM17;
ENSG00000149269;E9PMP2;
ENSG00000149269;E9PQW5;
ENSG00000149269;E9PRP6;
ENSG00000149269;H0YCG5;
ENSG00000149269;H0YCM0;
ENSG00000149269;H0YF55;
ENSG00000197860;Q96EQ0;
ENSG00000197860;D6RFW1;
ENSG00000077380;Q13409;
ENSG00000077380;E7EMU4;
ENSG00000077380;E7EQL5;
ENSG00000077380;E7EQU2;
ENSG00000077380;E7ERH4;
ENSG00000077380;E7ERR6;
ENSG00000077380;E7ESD3;
ENSG00000077380;E7ET01;
ENSG00000077380;E7ETL8;
ENSG00000077380;E7EU01;
ENSG00000077380;E7EUM4;
ENSG00000077380;E7EV09;
ENSG00000077380;E9PGG1;
ENSG00000175928;Q6UXK5;
ENSG00000124232;Q9UBG7;
ENSG00000124232;A0A087X185;
ENSG00000124232;Q5QPV1;
ENSG00000151292;Q9Y6M4;
ENSG00000151292;A0A8V8TKT3;
ENSG00000151292;H0YBN6;
ENSG00000075399;Q9Y2B5;
ENSG00000075399;H3BM58;
ENSG00000075399;H3BNK1;
ENSG00000075399;H3BQI2;
ENSG00000175782;Q7Z769;
ENSG00000175782;A0A669KB01;
ENSG00000175782;A0A669KB59;
ENSG00000146859;Q9NV12;
ENSG00000104413;Q6NXG1;
ENSG00000104413;A0A2U3TZN9;
ENSG00000104413;E5RI26;
ENSG00000104413;H0YBB3;
ENSG00000104413;H0YBR2;
ENSG00000105617;Q96BZ8;
ENSG00000180596;P62807;
ENSG00000111707;Q9H7L9;
ENSG00000166278;P06681;
ENSG00000166278;A0A8Q3WKM6;
ENSG00000166278;A0A8Q3WKM9;
ENSG00000166278;A0A8Q3WKN5;
ENSG00000166278;A0A8Q3WL70;
ENSG00000166278;A2ABG0;
ENSG00000166278;B4DQI1;
ENSG00000166278;C9JYQ5;
ENSG00000166278;E9PDZ0;
ENSG00000166278;F2Z306;
ENSG00000166278;F2Z3N2;
ENSG00000166278;F8WCJ9;
ENSG00000166278;H0Y3H6;
ENSG00000166278;H0Y868;
ENSG00000166278;Q5ST52;
ENSG00000166278;Q8N6L6;
ENSG00000110848;Q07108;
ENSG00000110848;B4E009;
ENSG00000142871;O00622;
ENSG00000142871;A0A6Q8PGQ1;
ENSG00000188937;Q9GZU5;
ENSG00000129654;Q92949;
ENSG00000182132;Q9NZI2;
ENSG00000182132;A0A087WTU8;
ENSG00000182132;A0A0A0MS16;
ENSG00000182132;A0A1B0GTZ7;
ENSG00000182132;E5RJY5;
ENSG00000172322;Q5QGZ9;
ENSG00000172322;A8MVL9;
ENSG00000105835;P43490;
ENSG00000105835;A0A0C4DFS8;
ENSG00000105835;A0A7P0T862;
ENSG00000105835;A0A7P0T895;
ENSG00000105835;A0A7P0T8D2;
ENSG00000105835;A0A7P0T8L3;
ENSG00000105835;A0A7P0T8R4;
ENSG00000105835;A0A7P0T8Z3;
ENSG00000105835;A0A7P0T931;
ENSG00000105835;A0A7P0T941;
ENSG00000105835;A0A7P0T973;
ENSG00000105835;A0A7P0T9F0;
ENSG00000105835;A0A7P0T9I9;
ENSG00000105835;A0A7P0TA73;
ENSG00000105835;A0A7P0TAI8;
ENSG00000105835;A0A7P0TAS5;
ENSG00000105835;A0A7P0TAZ2;
ENSG00000105835;A0A7P0TB17;
ENSG00000105835;A0A7P0TBB7;
ENSG00000105835;A0A7P0Z437;
ENSG00000105835;A0A7P0Z466;
ENSG00000105835;A0A7P0Z4L4;
ENSG00000105835;A0A7P0Z4N0;
ENSG00000105835;B7Z8W6;
ENSG00000105835;C9JF35;
ENSG00000105835;C9JG65;
ENSG00000101882;Q8N5F7;
ENSG00000101882;A0A494C050;
ENSG00000160305;Q14689;
ENSG00000160305;A0A494C143;
ENSG00000121390;Q8WXF1;
ENSG00000121390;A0A0U1RQF9;
ENSG00000121390;X6RDA4;
ENSG00000166527;Q8WXI8;
ENSG00000166527;A6NHA5;
ENSG00000108509;O94983;
ENSG00000108509;I3L146;
ENSG00000108509;I3L2A1;
ENSG00000108509;I3L3V0;
ENSG00000108509;I3L3W6;
ENSG00000163814;Q9H5V8;
ENSG00000143368;Q15427;
ENSG00000143368;Q5SZ64;
ENSG00000171148;O75528;
ENSG00000171148;C9JMS0;
ENSG00000149809;O76062;
ENSG00000149809;E9PK81;
ENSG00000149809;E9PLI3;
ENSG00000149809;E9PLL1;
ENSG00000149809;E9PLS9;
ENSG00000149809;E9PP79;
ENSG00000149809;E9PQ50;
ENSG00000149809;E9PQZ7;
ENSG00000149809;E9PRQ1;
ENSG00000149809;E9PS09;
ENSG00000149809;E9PS18;
ENSG00000149809;H0YCI8;
ENSG00000149809;H0YDY5;
ENSG00000149809;H0YEN6;
ENSG00000174669;Q14542;
ENSG00000174669;G5E943;
ENSG00000182667;Q9P121;
ENSG00000182667;B7Z1Z5;
ENSG00000182667;C9J0V2;
ENSG00000182667;C9JK95;
ENSG00000182667;F6WFR7;
ENSG00000182667;F8VTR5;
ENSG00000182667;F8W8Y1;
ENSG00000182667;H7BZ62;
ENSG00000168288;Q9H3L0;
ENSG00000168288;F8WEC0;
ENSG00000187824;Q6QAJ8;
ENSG00000187824;J3KSH5;
ENSG00000187824;J3KSZ3;
ENSG00000187824;J3QRF6;
ENSG00000169126;Q5T2S8;
ENSG00000169126;A0A5F9ZH09;
ENSG00000169126;A0A5F9ZH16;
ENSG00000169126;A0A5F9ZH22;
ENSG00000169126;A0A5F9ZH61;
ENSG00000169126;A0A5F9ZI13;
